qin1 100 113 57
qin2 100 113 58
qin3 100 113 59
qin4 100 113 60
qiong2 100 113 67
qiu1 100 113 70
qiu2 100 113 71
qiu3 100 113 72
rang1 101 5
rang2 101 6
rang3 101 7
rang4 101 8
ran2 101 14
ran3 101 15
rao2 101 18
rao3 101 19
rao4 101 20
re3 101 23
re4 101 24
reng1 101 25
reng2 101 26
ren2 101 34
ren3 101 35
ren4 101 36
ri4 101 56
rou2 101 71
rou4 101 73
ruan3 101 111 15
rui2 101 111 30
rui3 101 111 31
rui4 101 111 32
ruo4 101 111 65
rong2 101 111 67
rong3 101 111 68
ru2 101 111 75
ru3 101 111 76
ru4 101 111 77
run4 101 111 81
sa1 104 1
sa3 104 3
sa4 104 4
sang1 104 5
sang3 104 7
sang4 104 8
sai1 104 9
sai4 104 12
san1 104 13
san3 104 15
san4 104 16
sao1 104 17
sao3 104 19
sao4 104 20
se4 104 24
seng1 104 25
sen1 104 33
sha1 105 1
sha2 105 2
sha3 105 3
sha4 105 4
shang1 105 5
shang3 105 7
shang4 105 8
shai1 105 9
shai4 105 12
shan1 105 13
shan3 105 15
shan4 105 16
shao1 105 17
shao2 105 18
shao3 105 19
shao4 105 20
she1 105 21
she2 105 22
she3 105 23
she4 105 24
sheng1 105 25
sheng2 105 26
sheng3 105 27
sheng4 105 28
shei2 105 30
shen1 105 33
shen2 105 34
shen3 105 35
shen4 105 36
shi1 105 53
shi2 105 54
shi3 105 55
shi4 105 56
shou1 105 70
shou2 105 71
shou3 105 72
shou4 105 73
shua1 105 111 1
shua3 105 111 3
shuang1 105 111 5
shuang3 105 111 7
shuai1 105 111 9
shuai3 105 111 11
shuai4 105 111 12
shuan1 105 111 13
shuan4 105 111 16
shui2 105 111 30
shui3 105 111 31
shui4 105 111 32
shuo1 105 111 62
shuo4 105 111 65
shu1 105 111 74
shu2 105 111 75
shu3 105 111 76
shu4 105 111 77
shun3 105 111 80
shun4 105 111 81
si1 104 53
si3 104 55
si4 104 56
sou1 104 70
sou3 104 72
sou4 104 73
suan1 104 111 13
suan4 104 111 16
sui1 104 111 29
sui2 104 111 30
sui3 104 111 31
sui4 104 111 32
suo1 104 111 62
suo3 104 111 64
song1 104 111 66
song3 104 111 68
song4 104 111 69
su1 104 111 74
su2 104 111 75
su4 104 111 77
sun1 104 111 78
sun3 104 111 80
ta1 107 1
ta3 107 3
ta4 107 4
tang1 107 5
tang2 107 6
tang3 107 7
tang4 107 8
tai1 107 9
tai2 107 10
tai4 107 12
tan1 107 13
tan2 107 14
tan3 107 15
tan4 107 16
tao1 107 17
tao2 107 18
tao3 107 19
tao4 107 20
te4 107 24
teng2 107 26
tei1 107 29
tou1 107 70
tou2 107 71
tou4 107 73
tuan1 107 111 13
tuan2 107 111 14
tuan3 107 111 15
tuan4 107 111 16
tui1 107 111 29
tui2 107 111 30
tui3 107 111 31
tui4 107 111 32
tuo1 107 111 62
tuo2 107 111 63
tuo3 107 111 64
tuo4 107 111 65
tong1 107 111 66
tong2 107 111 67
tong3 107 111 68
tong4 107 111 69
tu1 107 111 74
tu2 107 111 75
tu3 107 111 76
tu4 107 111 77
tun1 107 111 78
tun2 107 111 79
tun3 107 111 80
tun4 107 111 81
tian1 107 113 13
tian2 107 113 14
tian3 107 113 15
tian4 107 113 16
tiao1 107 113 17
tiao2 107 113 18
tiao3 107 113 19
tiao4 107 113 20
ti1 107 113 41
ti2 107 113 42
ti3 107 113 43
ti4 107 113 44
tie1 107 113 45
tie3 107 113 47
tie4 107 113 48
ting1 107 113 49
ting2 107 113 50
ting3 107 113 51
ting4 107 113 52
wa1 111 1
wa2 111 2
wa3 111 3
wa4 111 4
wang1 111 5
wang2 111 6
wang3 111 7
wang4 111 8
wai1 111 9
wai3 111 11
wai4 111 12
wan1 111 13
wan2 111 14
wan3 111 15
wan4 111 16
weng1 111 25
weng3 111 27
weng4 111 28
wei1 111 29
wei2 111 30
wei3 111 31
wei4 111 32
wen1 111 33
wen2 111 34
wen3 111 35
wen4 111 36
wo1 111 62
wo3 111 64
wo4 111 65
wu1 111 74
wu2 111 75
wu3 111 76
wu4 111 77
xuan1 112 109 13
xuan2 112 109 14
xuan3 112 109 15
xuan4 112 109 16
xvan1 112 109 13
xvan2 112 109 14
xvan3 112 109 15
xvan4 112 109 16
xue1 112 109 45
xue2 112 109 46
xue3 112 109 47
xue4 112 109 48
xve1 112 109 45
xve2 112 109 46
xve3 112 109 47
xve4 112 109 48
xun1 112 109 57
xun2 112 109 58
xun4 112 109 60
xvn1 112 109 57
xvn2 112 109 58
xvn4 112 109 60
xu1 112 109 82
xu2 112 109 83
xu3 112 109 84
xu4 112 109 85
xv1 112 109 82
xv2 112 109 83
xv3 112 109 84
xv4 112 109 85
xia1 112 113 1
xia2 112 113 2
xia4 112 113 4
xiang1 112 113 5
xiang2 112 113 6
xiang3 112 113 7
xiang4 112 113 8
xian1 112 113 13
xian2 112 113 14
xian3 112 113 15
xian4 112 113 16
xiao1 112 113 17
xiao2 112 113 18
xiao3 112 113 19
xiao4 112 113 20
xi1 112 113 41
xi2 112 113 42
xi3 112 113 43
xi4 112 113 44
xie1 112 113 45
xie2 112 113 46
xie3 112 113 47
xie4 112 113 48
xing1 112 113 49
xing2 112 113 50
xing3 112 113 51
xing4 112 113 52
xin1 112 113 57
xin2 112 113 58
xin4 112 113 60
xiong1 112 113 66
xiong2 112 113 67
xiu1 112 113 70
xiu3 112 113 72
xiu4 112 113 73
ya1 113 1
ya2 113 2
ya3 113 3
ya4 113 4
yang1 113 5
yang2 113 6
yang3 113 7
yang4 113 8
yan1 113 13
yan2 113 14
yan3 113 15
yan4 113 16
yao1 113 17
yao2 113 18
yao3 113 19
yao4 113 20
yi1 113 41
yi2 113 42
yi3 113 43
yi4 113 44
ye1 113 45
ye2 113 46
ye3 113 47
ye4 113 48
ying1 113 49
ying2 113 50
ying3 113 51
ying4 113 52
yin1 113 57
yin2 113 58
yin3 113 59
yin4 113 60
yo1 113 62
yo3 113 64
you1 113 70
you2 113 71
you3 113 72
you4 113 73
yuan1 113 109 13
yuan2 113 109 14
yuan3 113 109 15
yuan4 113 109 16
yvan1 113 109 13
yvan2 113 109 14
yvan3 113 109 15
yue1 113 109 45
yue3 113 109 47
yue4 113 109 48
yve1 113 109 45
yve3 113 109 47
yve4 113 109 48
yun1 113 109 57
yun2 113 109 58
yun3 113 109 59
yun4 113 109 60
yvn1 113 109 57
yvn2 113 109 58
yvn3 113 109 59
yvn4 113 109 60
yu1 113 109 82
yu2 113 109 83
yu3 113 109 84
yu4 113 109 85
yv1 113 109 82
